ID,開始時刻,完了時刻,メール,名前,あなたの現在通っている学校名を教えてください(例:〇〇小学校、△△中学校),あなたの学年を教えてください,あなたの学校種を教えてください,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)を授業・授業外(宿題など)で何か月くらい利用していますか。※利用期間がX年Yか月だった場合、「X/Y」というようにスラッシュで区切って、全て半角で入力してください(例:1年の場合→1/0、2年3か月の場合→2/3、未使用の場合→0/0)","LEAFシステム(BookRoll,分析(ぶんせき)ツール)を授業・授業外(宿題など)でどれくらい利用していますか","LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)","今年度、 LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの程度使いこなすことができましたか",BookRollでよく使う機能を選んでください(複数選択(せんたく)可),分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),教材や問題を見るため,自分の解答や学び方を振(ふ)り返るため,クラスの人の考えを参考にするため,クラスの人の学び方を参考にするため,AIによる問題推薦(すいせん)やアドバイスを受けるため,理解度が高まったと感じる,勉強を効率よく短時間で行えるようになった,根拠(こんきょ)に基づいた勉強計画や復習を行えるようになった,分析(ぶんせき)ツールを使用することで自分の学習方法に変化が生じた,自分に合った学びを実現する助けになったと感じる,自分で計画を立てたり自分の考えを広めたり深めたりして学ぶ助けになったと感じる,他の人と協力しながら学ぶ助けになったと感じる,自分で課題を設定して追究していく学びの助けになったと感じる,使い方・操作(そうさ)手順がわかりやすい,LEAFシステムに満足している,自由記述,宿題を行う時間    1週間あたり【   】時間 (※半角数字で入力してください),予習・復習を行う時間  1週間あたり【   】時間 (※半角数字で入力してください),学校の勉強以外を行う時間  1週間あたり【   】時間 (※半角数字で入力してください),自分の勉強の仕方を振(ふ)り返る時間  1週間あたり【   】時間 (※半角数字で入力してください),勉強の計画を立てる時間  1週間あたり【   】時間 (※半角数字で入力してください),学校が、タブレットなどを使ってみんなが勉強した記録を調べて、一人一人に合った勉強の仕方を教えることについてどう思いますか?,学校が、タブレットなどを使ってみんなが勉強した記録を名前は分からない形で集計して、授業をよくすることについてどう思いますか?,"学校が、タブレットなどを使ってみんなの勉強した記録を調べて,一人一人に合った進学や将来(しょうらい)の仕事についてのアドバイスをすることをどう思いますか?",アプリの会社が、タブレットなどを使って勉強した記録を調べて、一人一人に合った問題を出題したりアドバイスをすることについてどう思いますか?,"アプリの会社が、タブレットなどを使って勉強した記録を調べて,名前は分からない形で集めて、問題やアドバイスなどを良くすることについてどう思いますか?",みんなやその家族が、学校でコンピュータを使って勉強した小学校から中学校までを記録したデータを見て、学びの振(ふ)り返りや計画を立てたりすることについてどう思いますか?,みんなやその家族が、学校でコンピュータを使って勉強した小学校から大人になってからまでの一生の記録のデータを見て、学びの振(ふ)り返りや計画を立てたりすることについてどう思いますか?,国がコンピュータを使って、みんなの小学校から中学校までの勉強のデータを名前がわからない形で国全体で集めて、勉強の仕方を良くしたり、研究したりすることについてどう思いますか?,国がコンピュータを使って、みんなの小学校から大人になってからの学びも含(ふく)めた一生の勉強のデータを名前がわからない形で国全体で集めて、勉強の仕方を良くしたり、研究したりすることについてどう思いますか?,学校が、顔の動画を分析(ぶんせき)できるコンピュータを使って、みんなの眼の動きを調べて、授業に集中できていない子、なやんでいる子を見つけて、相談にのることについてどう思いますか?
448,2025-02-20 13:24:47,2025-02-20 13:45:17,anonymous,,西賀茂中学校,中学校3年生,中学校,3か月,ほとんど使用していない,理科;,あまり使いこなすことができなかった,マーカー;,閲覧（えつらん）時間集計;マーカー分析（ぶんせき）;,全く使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あてはまらない,あてはまらない,あてはまらない,あまりあてはまらない,あまりあてはまらない,あてはまらない,あてはまらない,あまりあてはまらない,あてはまらない,あまりあてはまらない,,1.0,1.0,1.0,1.0,1.0,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない
449,2025-02-20 13:37:16,2025-02-20 13:46:19,anonymous,,西賀茂中学校,中学校3年生,中学校,2,1ヶ月に数回程度,算数・数学;,あまり使いこなすことができなかった,マーカー;メモ;,マーカー分析（ぶんせき）;メモ分析（ぶんせき）;,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,,2.0,2.0,2.0,2.0,1.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である
450,2025-02-20 22:08:51,2025-02-20 22:19:36,anonymous,,西京高等学校附属中学校,中学校1年生,中学校,0/9,1週間に数回程度,算数・数学;外国語;,使いこなすことができた,手書き;クイズ;,マーカー分析（ぶんせき）;理解度チェックダッシュボード;AI推薦（すいせん）;AIエージェント（AI先生・Tammy等）;,頻繁（ひんぱん）に使用している,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,少しあてはまる,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,少しあてはまる,少しあてはまる,,0.25,0.0,0.0,0.0,0.0,強く賛成である,強く賛成である,強く賛成である,どちらかというと賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,どちらかというと賛成である
451,2025-02-21 13:05:18,2025-02-21 13:07:18,anonymous,,西賀茂中学校,中学校3年生,中学校,0/0,ほとんど使用していない,理科;,システムそのものがよくわからない,ほとんど使ったことがない;,ほとんど使ったことがない;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,使っていない,使っていない,あてはまらない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,,0.0,0.0,0.0,0.0,0.0,どちらかというと賛成である,賛成である,賛成である,どちらかというと賛成である,強く賛成である,どちらかというと賛成である,どちらかというと賛成である,強く賛成である,賛成である,賛成である
452,2025-02-21 14:34:17,2025-02-21 14:40:04,anonymous,,西賀茂中学校,中学校3年生,中学校,意味わからん,ほとんど使用していない,算数・数学;,システムそのものがよくわからない,ほとんど使ったことがない;,ほとんど使ったことがない;,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,それなんなーん,10.0,156.0,587.0,999.0,456.0,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない
453,2025-02-25 08:38:49,2025-02-25 08:42:31,anonymous,,西京高等学校附属中学校,中学校3年生,中学校,2/3,1ヶ月に数回程度,算数・数学;外国語;,あまり使いこなすことができなかった,手書き;クイズ;URLリコメンド;辞書;,AI推薦（すいせん）;,頻繁（ひんぱん）に使用している,あまり使用しない,あまり使用しない,あまり使用しない,使用することがある,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,,4.0,4.0,4.0,1.0,1.0,賛成である,賛成である,どちらかというと賛成である,賛成である,賛成である,賛成である,どちらかというと賛成である,賛成である,賛成である,どちらかというと反対である
454,2025-02-25 09:54:08,2025-02-25 09:56:53,anonymous,,西賀茂中学校,中学校2年生,中学校,0/4,1週間に数回程度,算数・数学;,使いこなすことができた,クイズ;メモ;,閲覧（えつらん）時間集計;マーカー分析（ぶんせき）;AI推薦（すいせん）;,頻繁（ひんぱん）に使用している,頻繁（ひんぱん）に使用している,頻繁（ひんぱん）に使用している,頻繁（ひんぱん）に使用している,頻繁（ひんぱん）に使用している,少しあてはまる,少しあてはまる,少しあてはまる,あてはまる,あてはまる,あてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,,6.0,3.0,3.0,1.0,1.0,賛成である,どちらかというと賛成である,賛成である,どちらかというと賛成である,賛成である,どちらかというと賛成である,賛成である,賛成である,どちらかというと賛成である,強く賛成である
455,2025-02-25 09:53:51,2025-02-25 09:57:03,anonymous,,西賀茂中学校,中学校2年生,中学校,0/2,1ヶ月に数回程度,算数・数学;,使いこなすことができた,ほとんど使ったことがない;,ほとんど使ったことがない;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,"使っていない
",0.0,0.0,0.0,0.0,0.0,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない
456,2025-02-25 09:53:56,2025-02-25 09:58:11,anonymous,,西賀茂中学校,中学校2年生,中学校,０/3,ほとんど使用していない,算数・数学;,あまり使いこなすことができなかった,ほとんど使ったことがない;,AI推薦（すいせん）;,全く使用しない,あまり使用しない,使用することがある,あまり使用しない,あまり使用しない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,,0.0,0.0,0.0,0.0,0.0,どちらかというと反対である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である
457,2025-02-25 09:53:46,2025-02-25 09:58:42,anonymous,,西賀茂中学校,中学校2年生,中学校,0/2,1ヶ月に数回程度,算数・数学;,使いこなすことができた,クイズ;マーカー;,AI推薦（すいせん）;,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,使用することがある,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,少しあてはまる,あてはまらない,,4.0,2.0,2.0,1.0,0.5,どちらかというと賛成である,賛成である,強く賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である
458,2025-02-25 09:53:35,2025-02-25 09:58:54,anonymous,,西賀茂中学校,中学校2年生,中学校,０／３,1週間に数回程度,算数・数学;,システムそのものがよくわからない,クイズ;,AI推薦（すいせん）;閲覧（えつらん）時間集計;,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,使っていない,使っていない,使っていない,あてはまらない,使っていない,ワークのページを細かく分けるのではなく全部繋げたほうがわかりやすくクイズリコメンドもしやすいと思ったのでそこを修正すれば使用する人が増えると思います。,5.0,5.0,10.0,1.0,2.0,どちらかというと賛成である,賛成である,賛成である,どちらかというと賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,賛成である
459,2025-02-25 09:54:03,2025-02-25 09:58:56,anonymous,,西賀茂中学校,中学校1年生,中学校,０/２,1ヶ月に数回程度,算数・数学;,とてもうまく使いこなすことができた,マーカー;メモ;,AI推薦（すいせん）;,使用することがある,使用することがある,あまり使用しない,あまり使用しない,あまり使用しない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,,2.0,1.0,3.0,2.0,1.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である
